DateTime,Price,Volume,Type,Side,MidPrice,MicroPrice,Spread
2021-04-16T03:04:45.265,1000,87,LO,-1,missing,missing,missing
2021-04-16T03:05:16.992,1001,180,OC,-1,missing,missing,missing
2021-04-16T03:05:18.422,1000,27,LO,-1,missing,missing,missing
2021-04-16T03:05:19.512,999,46,LO,-1,missing,missing,missing
2021-04-16T03:05:19.689,1000,27,OC,-1,missing,missing,missing
2021-04-16T03:05:25.643,1000,27,MO,1,missing,missing,missing
2021-04-16T03:05:25.643,1001,77,LO,-1,missing,missing,missing
2021-04-16T03:05:25.644,1001,77,MO,1,missing,missing,missing
2021-04-16T03:05:25.644,missing,missing,LO,-1,missing,missing,missing
2021-04-16T03:05:26.092,1004,28,LO,-1,missing,missing,missing
2021-04-16T03:05:28.192,998,86,LO,1,1001.0,999.4736842105264,6.0
2021-04-16T03:05:29.448,missing,missing,OC,-1,missing,missing,missing
2021-04-16T03:05:30.131,999,21,LO,1,missing,missing,missing
2021-04-16T03:05:30.477,1000,35,LO,-1,999.5,999.625,1.0
2021-04-16T03:05:31.229,999,49,LO,1,999.5,999.4166666666666,1.0
2021-04-16T03:05:31.238,999,28,OC,1,999.5,999.5555555555555,1.0
2021-04-16T03:05:31.707,999,113,LO,1,999.5,999.2364864864865,1.0
2021-04-16T03:05:33.662,999,148,LO,1,999.5,999.1912568306011,1.0
2021-04-16T03:05:35.75,1000,71,LO,-1,999.5,999.324200913242,1.0
2021-04-16T03:05:38.615,1000,36,OC,-1,999.5,999.195652173913,1.0
2021-04-16T03:05:41.129,1000,277,LO,-1,999.5,999.6517647058823,1.0
2021-04-16T03:05:41.998,1000,377,LO,-1,999.5,999.7180952380952,1.0
2021-04-16T03:05:42.256,1000,136,OC,-1,999.5,999.4788732394367,1.0
2021-04-16T03:05:43.062,999,28,MO,-1,missing,missing,missing
2021-04-16T03:05:43.062,999,120,LO,1,999.5,999.53125,1.0
2021-04-16T03:05:43.062,999,85,MO,-1,missing,missing,missing
2021-04-16T03:05:43.062,999,35,LO,1,999.5,999.7953216374269,1.0
2021-04-16T03:05:43.062,999,35,MO,-1,missing,missing,missing
2021-04-16T03:05:43.062,998,418,LO,1,999.0,998.4909747292419,2.0
2021-04-16T03:05:43.062,998,17,MO,-1,missing,missing,missing
2021-04-16T03:05:43.062,998,401,LO,1,999.0,998.5065176908753,2.0
2021-04-16T03:05:43.129,999,40,LO,-1,998.5,998.0907029478458,1.0
2021-04-16T03:05:44.182,999,40,MO,1,missing,missing,missing
2021-04-16T03:05:44.182,1000,136,LO,-1,999.0,998.5065176908753,2.0
2021-04-16T03:05:44.182,1000,32,MO,1,missing,missing,missing
2021-04-16T03:05:44.182,1000,104,LO,-1,999.0,998.4118811881189,2.0
2021-04-16T03:05:46.2,1000,100,OC,-1,999.0,998.3992015968064,2.0
2021-04-16T03:05:47.23,998,69,MO,-1,missing,missing,missing
2021-04-16T03:05:47.23,998,332,LO,1,999.0,998.4629629629629,2.0
