"SecurityId","OrderId","ClientOrderId","DateTime","Price","Volume","Side"
"1","1","7","2021-04-07 14:51:08.817","51","60","Sell"
"1","2","8","2021-04-07 14:51:18.098","46","24","Buy"
"1","3","9","2021-04-07 14:51:19.638","0","21","Sell"
"1","4","-8","2021-04-07 14:51:22.332","46","0","Buy"
"1","5","11","2021-04-07 14:51:22.531","50","49","Sell"
"1","6","12","2021-04-07 14:51:29.032","49","58","Sell"
"1","7","-11","2021-04-07 14:51:29.437","50","0","Sell"
"1","8","14","2021-04-07 14:51:32.040","44","40","Buy"
"1","9","15","2021-04-07 14:51:37.750","45","30","Buy"
"1","10","-12","2021-04-07 14:51:38.932","49","0","Sell"
"1","11","17","2021-04-07 14:51:41.058","52","36","Sell"
"1","12","18","2021-04-07 14:51:41.587","46","26","Buy"
"1","13","19","2021-04-07 14:51:41.635","50","235","Sell"
"1","14","20","2021-04-07 14:51:41.923","0","22","Sell"
"1","15","21","2021-04-07 14:51:43.524","49","70","Sell"
"1","16","22","2021-04-07 14:51:43.833","50","28","Sell"
"1","17","23","2021-04-07 14:51:44.261","45","69","Buy"
"1","18","24","2021-04-07 14:51:44.548","47","26","Buy"
"1","19","25","2021-04-07 14:51:48.145","48","24","Sell"
"1","20","26","2021-04-07 14:51:48.920","48","29","Buy"
"1","21","27","2021-04-07 14:51:50.002","47","32","Buy"
"1","22","28","2021-04-07 14:51:51.602","49","33","Buy"
"1","23","29","2021-04-07 14:51:51.770","47","40","Buy"
"1","24","-29","2021-04-07 14:51:56.413","47","0","Buy"
"1","25","-26","2021-04-07 14:52:04.426","48","0","Buy"
"1","26","-19","2021-04-07 14:52:12.909","50","0","Sell"
"1","27","33","2021-04-07 14:52:15.787","0","40","Sell"
"1","28","-14","2021-04-07 14:52:17.394","44","0","Buy"
"1","29","-22","2021-04-07 14:52:17.536","50","0","Sell"
"1","30","-7","2021-04-07 14:52:19.709","51","0","Sell"
"1","31","-21","2021-04-07 14:52:20.777","49","0","Sell"
"1","32","40","2021-04-07 14:52:25.942","0","129","Sell"
"1","33","41","2021-04-07 14:52:26.824","47","79","Buy"
"1","34","42","2021-04-07 14:52:26.951","46","25","Buy"
"1","35","44","2021-04-07 14:52:29.054","53","62","Sell"
"1","36","-41","2021-04-07 14:52:30.476","47","0","Buy"
"1","37","46","2021-04-07 14:52:30.633","53","25","Sell"
"1","38","47","2021-04-07 14:52:31.911","47","62","Buy"
"1","39","48","2021-04-07 14:52:33.951","51","65","Sell"
"1","40","49","2021-04-07 14:52:35.030","50","192","Sell"
"1","41","-49","2021-04-07 14:52:35.611","50","0","Sell"
"1","42","51","2021-04-07 14:52:37.207","46","30","Buy"
"1","43","-46","2021-04-07 14:52:39.311","53","0","Sell"
"1","44","-47","2021-04-07 14:52:39.725","47","0","Buy"
"1","45","54","2021-04-07 14:52:40.016","45","22","Buy"
"1","46","-42","2021-04-07 14:52:40.464","46","0","Buy"
"1","47","56","2021-04-07 14:52:43.490","52","50","Sell"
"1","48","57","2021-04-07 14:52:43.960","52","36","Sell"
"1","49","58","2021-04-07 14:52:46.568","45","95","Buy"
"1","50","59","2021-04-07 14:52:47.825","0","49","Buy"
"1","51","60","2021-04-07 14:52:47.985","50","87","Sell"
"1","52","61","2021-04-07 14:52:48.375","0","61","Buy"
"1","53","62","2021-04-07 14:52:48.459","47","53","Buy"
"1","54","-48","2021-04-07 14:52:49.181","51","0","Sell"
"1","55","-51","2021-04-07 14:52:50.255","46","0","Buy"
"1","56","-58","2021-04-07 14:52:50.370","45","0","Buy"
"1","57","-44","2021-04-07 14:52:50.492","53","0","Sell"
"1","58","67","2021-04-07 14:52:52.507","48","167","Buy"
"1","59","68","2021-04-07 14:52:52.616","49","76","Buy"
"1","60","69","2021-04-07 14:52:53.219","49","30","Sell"
"1","61","70","2021-04-07 14:52:53.345","50","24","Buy"
"1","62","-54","2021-04-07 14:52:53.468","45","0","Buy"
"1","63","72","2021-04-07 14:52:53.797","0","32","Sell"
"1","64","73","2021-04-07 14:52:53.899","0","31","Buy"
"1","65","75","2021-04-07 14:52:54.972","48","75","Buy"
"1","66","77","2021-04-07 14:52:55.589","48","60","Buy"
"1","67","78","2021-04-07 14:52:56.194","51","24","Sell"
"1","68","-62","2021-04-07 14:52:56.321","47","0","Buy"
"1","69","80","2021-04-07 14:52:57.308","0","21","Buy"
"1","70","-78","2021-04-07 14:52:57.423","51","0","Sell"
"1","71","82","2021-04-07 14:52:57.965","53","270","Sell"
"1","72","83","2021-04-07 14:52:58.122","0","225","Sell"
"1","73","-77","2021-04-07 14:52:58.538","48","0","Buy"
"1","74","85","2021-04-07 14:52:58.893","53","97","Sell"
"1","75","86","2021-04-07 14:52:59.083","49","224","Buy"
"1","76","-56","2021-04-07 14:52:59.277","52","0","Sell"
"1","77","88","2021-04-07 14:53:00.099","51","60","Sell"
"1","78","89","2021-04-07 14:53:00.405","50","97","Sell"
"1","79","90","2021-04-07 14:53:00.620","49","30","Sell"
"1","80","91","2021-04-07 14:53:00.880","49","59","Sell"
"1","81","92","2021-04-07 14:53:00.957","51","62","Sell"
"1","82","-89","2021-04-07 14:53:02.688","50","0","Sell"
"1","83","94","2021-04-07 14:53:02.710","52","109","Sell"
"1","84","95","2021-04-07 14:53:02.721","50","467","Sell"
"1","85","-92","2021-04-07 14:53:03.512","51","0","Sell"
"1","86","-95","2021-04-07 14:53:04.208","50","0","Sell"
"1","87","98","2021-04-07 14:53:04.359","50","92","Sell"
"1","88","-57","2021-04-07 14:53:04.520","52","0","Sell"
"1","89","-86","2021-04-07 14:53:04.806","49","0","Buy"
"1","90","102","2021-04-07 14:53:05.912","47","24","Buy"
"1","91","-75","2021-04-07 14:53:06.142","48","0","Buy"
"1","92","-98","2021-04-07 14:53:06.340","50","0","Sell"
"1","93","-82","2021-04-07 14:53:07.055","53","0","Sell"
"1","94","106","2021-04-07 14:53:07.227","52","49","Sell"
"1","95","-94","2021-04-07 14:53:08.435","52","0","Sell"
"1","96","108","2021-04-07 14:53:08.504","50","47","Sell"
"1","97","109","2021-04-07 14:53:08.584","51","23","Sell"
"1","98","110","2021-04-07 14:53:10.275","0","79","Sell"
"1","99","111","2021-04-07 14:53:10.621","51","33","Sell"
"1","100","112","2021-04-07 14:53:13.366","45","618","Buy"
"1","101","-106","2021-04-07 14:53:13.588","52","0","Sell"
"1","102","-112","2021-04-07 14:53:14.794","45","0","Buy"
"1","103","115","2021-04-07 14:53:15.206","45","24","Buy"
"1","104","116","2021-04-07 14:53:15.283","44","35","Buy"
"1","105","-116","2021-04-07 14:53:18.895","44","0","Buy"
"1","106","118","2021-04-07 14:53:20.565","46","51","Buy"
"1","107","119","2021-04-07 14:53:21.126","47","28","Buy"
"1","108","120","2021-04-07 14:53:21.214","46","37","Buy"
"1","109","121","2021-04-07 14:53:22.963","46","691","Buy"
"1","110","-108","2021-04-07 14:53:41.888","50","0","Sell"
"1","111","-119","2021-04-07 14:53:41.999","47","0","Buy"
"1","112","124","2021-04-07 14:53:45.536","45","36","Buy"
"1","113","125","2021-04-07 14:54:04.329","52","51","Sell"
"1","114","-124","2021-04-07 14:54:11.040","45","0","Buy"
"1","115","-125","2021-04-07 14:54:11.160","52","0","Sell"
"1","116","128","2021-04-07 14:54:12.067","47","21","Buy"
"1","117","129","2021-04-07 14:54:17.435","50","89","Sell"
"1","118","130","2021-04-07 14:54:17.535","46","32","Buy"
"1","119","131","2021-04-07 14:54:18.759","48","43","Buy"
"1","120","132","2021-04-07 14:54:18.997","0","21","Sell"
"1","121","133","2021-04-07 14:54:19.728","49","32","Buy"
"1","122","134","2021-04-07 14:54:21.366","49","49","Sell"
"1","123","135","2021-04-07 14:54:28.985","50","20","Sell"
"1","124","136","2021-04-07 14:54:30.108","0","243","Sell"
"1","125","137","2021-04-07 14:54:31.273","0","33","Buy"
"1","126","138","2021-04-07 14:54:31.430","47","70","Buy"
"1","127","139","2021-04-07 14:54:34.810","51","433","Sell"
"1","128","140","2021-04-07 14:54:39.511","0","108","Buy"
"1","129","141","2021-04-07 14:54:47.382","48","39","Buy"
"1","130","-85","2021-04-07 14:54:49.621","53","0","Sell"
"1","131","-141","2021-04-07 14:54:49.850","48","0","Buy"
"1","132","-109","2021-04-07 14:54:52.841","51","0","Sell"
"1","133","145","2021-04-07 14:54:53.261","48","31","Buy"
"1","134","-139","2021-04-07 14:54:54.377","51","0","Sell"
"1","135","147","2021-04-07 14:54:58.149","52","35","Sell"
"1","136","148","2021-04-07 14:54:59.011","47","43","Buy"
"1","137","-111","2021-04-07 14:54:59.257","51","0","Sell"
"1","138","150","2021-04-07 14:55:00.300","50","33","Sell"
"1","139","151","2021-04-07 14:55:01.850","47","27","Buy"
"1","140","152","2021-04-07 14:55:03.473","0","23","Sell"
"1","141","-145","2021-04-07 14:55:03.808","48","0","Buy"
"1","142","154","2021-04-07 14:55:04.153","46","110","Buy"
"1","143","155","2021-04-07 14:55:04.681","51","52","Sell"
"1","144","-147","2021-04-07 14:55:05.470","52","0","Sell"
"1","145","-151","2021-04-07 14:55:11.035","47","0","Buy"
"1","146","158","2021-04-07 14:55:11.751","49","31","Sell"
"1","147","159","2021-04-07 14:55:11.771","48","79","Sell"
"1","148","160","2021-04-07 14:55:11.994","47","91","Sell"
"1","149","161","2021-04-07 14:55:13.522","0","48","Buy"
"1","150","-148","2021-04-07 14:55:14.332","47","0","Buy"
"1","151","163","2021-04-07 14:55:17.109","45","50","Buy"
"1","152","164","2021-04-07 14:55:19.797","47","27","Buy"
"1","153","165","2021-04-07 14:55:21.089","49","125","Sell"
"1","154","166","2021-04-07 14:55:23.968","49","55","Sell"
"1","155","167","2021-04-07 14:55:24.351","47","78","Sell"
"1","156","168","2021-04-07 14:55:27.663","48","169","Sell"
"1","157","-150","2021-04-07 14:55:27.791","50","0","Sell"
"1","158","-115","2021-04-07 14:55:27.908","45","0","Buy"
"1","159","-163","2021-04-07 14:55:28.404","45","0","Buy"
"1","160","172","2021-04-07 14:55:29.776","47","43","Buy"
"1","161","173","2021-04-07 14:55:32.430","46","33","Sell"
