DateTime,Price,Volume,Type,Side,MidPrice,MicroPrice,Spread
2021-04-07T14:51:08.817,51,60,LO,-1,missing,missing,missing
2021-04-07T14:51:18.098,46,24,LO,1,48.5,49.57142857142857,5.0
2021-04-07T14:51:19.726,46,21,MO,-1,missing,missing,missing
2021-04-07T14:51:19.726,46,3,LO,1,48.5,50.76190476190476,5.0
2021-04-07T14:51:22.332,missing,missing,OC,1,missing,missing,missing
2021-04-07T14:51:22.531,50,49,LO,-1,missing,missing,missing
2021-04-07T14:51:29.032,49,58,LO,-1,missing,missing,missing
2021-04-07T14:51:32.04,44,40,LO,1,46.5,46.95918367346939,5.0
2021-04-07T14:51:37.75,45,30,LO,1,47.0,47.63636363636363,4.0
2021-04-07T14:51:38.932,51,60,OC,-1,48.0,49.0,6.0
2021-04-07T14:51:41.587,46,26,LO,1,48.5,49.48837209302326,5.0
2021-04-07T14:51:41.635,50,235,LO,-1,48.0,49.60153256704981,4.0
2021-04-07T14:51:41.932,46,22,MO,-1,missing,missing,missing
2021-04-07T14:51:41.932,46,4,LO,1,48.0,49.93305439330544,4.0
2021-04-07T14:51:43.524,49,70,LO,-1,47.5,48.83783783783784,3.0
2021-04-07T14:51:44.548,47,26,LO,1,48.0,48.458333333333336,2.0
2021-04-07T14:51:48.145,48,24,LO,-1,47.5,47.48,1.0
2021-04-07T14:51:48.92,48,29,LO,1,48.0,48.0,0.0
2021-04-07T14:51:48.928,48,24,EMO,1,48.0,48.0,0.0
2021-04-07T14:51:48.928,49,70,LO,-1,48.5,48.93333333333333,1.0
2021-04-07T14:51:51.602,49,33,LO,1,49.0,49.0,0.0
2021-04-07T14:51:51.605,49,33,EMO,1,48.5,48.93333333333333,1.0
2021-04-07T14:51:51.605,49,37,LO,-1,48.5,48.88095238095238,1.0
2021-04-07T14:52:04.426,47,58,OC,1,48.0,47.77894736842105,2.0
2021-04-07T14:52:15.795,47,26,MO,-1,missing,missing,missing
2021-04-07T14:52:15.795,47,32,LO,1,48.0,48.072463768115945,2.0
2021-04-07T14:52:15.796,47,14,MO,-1,missing,missing,missing
2021-04-07T14:52:15.796,47,18,LO,1,48.0,48.345454545454544,2.0
2021-04-07T14:52:20.777,52,36,OC,-1,49.5,50.333333333333336,5.0
2021-04-07T14:52:25.961,47,18,MO,-1,missing,missing,missing
2021-04-07T14:52:25.961,46,4,LO,1,49.0,51.4,6.0
2021-04-07T14:52:25.971,46,4,MO,-1,missing,missing,missing
2021-04-07T14:52:25.971,45,99,LO,1,48.5,46.86666666666667,7.0
2021-04-07T14:52:25.972,45,30,MO,-1,missing,missing,missing
2021-04-07T14:52:25.972,45,69,LO,1,48.5,47.4,7.0
2021-04-07T14:52:25.972,45,69,MO,-1,missing,missing,missing
2021-04-07T14:52:25.972,missing,missing,LO,1,missing,missing,missing
2021-04-07T14:52:26.824,47,79,LO,1,49.5,48.56521739130435,5.0
2021-04-07T14:52:30.476,46,25,OC,1,49.0,49.540983606557376,6.0
2021-04-07T14:52:31.911,47,62,LO,1,49.5,48.83673469387755,5.0
2021-04-07T14:52:33.951,51,65,LO,-1,49.0,49.04724409448819,4.0
2021-04-07T14:52:35.03,50,192,LO,-1,48.5,49.267716535433074,3.0
2021-04-07T14:52:35.611,51,65,OC,-1,49.0,49.04724409448819,4.0
2021-04-07T14:52:39.725,46,55,OC,1,48.5,48.708333333333336,5.0
2021-04-07T14:52:40.464,46,30,OC,1,48.5,49.421052631578945,5.0
2021-04-07T14:52:47.827,51,49,MO,1,missing,missing,missing
2021-04-07T14:52:47.827,51,16,LO,-1,48.5,47.73913043478261,5.0
2021-04-07T14:52:47.985,50,87,LO,-1,48.0,48.97435897435897,4.0
2021-04-07T14:52:48.379,50,61,MO,1,missing,missing,missing
2021-04-07T14:52:48.379,50,26,LO,-1,48.0,47.857142857142854,4.0
2021-04-07T14:52:48.459,47,53,LO,1,48.5,47.9873417721519,3.0
2021-04-07T14:52:52.507,48,167,LO,1,49.0,48.26943005181347,2.0
2021-04-07T14:52:52.616,49,76,LO,1,49.5,49.254901960784316,1.0
2021-04-07T14:52:53.219,49,30,LO,-1,49.0,49.0,0.0
2021-04-07T14:52:53.226,49,30,EMO,-1,49.5,49.254901960784316,1.0
2021-04-07T14:52:53.226,49,46,LO,1,49.5,49.361111111111114,1.0
2021-04-07T14:52:53.345,50,24,LO,1,50.0,50.0,0.0
2021-04-07T14:52:53.354,50,24,EMO,1,49.5,49.361111111111114,1.0
2021-04-07T14:52:53.354,50,2,LO,-1,49.5,49.041666666666664,1.0
2021-04-07T14:52:53.826,49,32,MO,-1,missing,missing,missing
2021-04-07T14:52:53.826,49,14,LO,1,49.5,49.125,1.0
2021-04-07T14:52:53.907,50,2,MO,1,missing,missing,missing
2021-04-07T14:52:53.907,52,122,LO,-1,50.5,51.69117647058823,3.0
2021-04-07T14:52:53.908,52,29,MO,1,missing,missing,missing
2021-04-07T14:52:53.908,52,93,LO,-1,50.5,51.60747663551402,3.0
2021-04-07T14:52:56.194,51,24,LO,-1,50.0,50.26315789473684,2.0
2021-04-07T14:52:57.321,51,21,MO,1,missing,missing,missing
2021-04-07T14:52:57.321,51,3,LO,-1,50.0,49.35294117647059,2.0
2021-04-07T14:52:57.423,52,93,OC,-1,50.5,51.60747663551402,3.0
2021-04-07T14:52:58.135,49,14,MO,-1,missing,missing,missing
2021-04-07T14:52:58.135,48,302,LO,1,50.0,48.94177215189873,4.0
2021-04-07T14:52:58.136,48,167,MO,-1,missing,missing,missing
2021-04-07T14:52:58.136,48,135,LO,1,50.0,49.63157894736842,4.0
2021-04-07T14:52:58.136,48,44,MO,-1,missing,missing,missing
2021-04-07T14:52:58.136,48,91,LO,1,50.0,50.02173913043478,4.0
2021-04-07T14:52:58.538,48,31,OC,1,50.0,51.0,4.0
2021-04-07T14:52:59.083,49,224,LO,1,50.5,49.8801261829653,3.0
2021-04-07T14:52:59.277,52,43,OC,-1,50.5,49.48314606741573,3.0
2021-04-07T14:53:00.099,51,60,LO,-1,50.0,49.42253521126761,2.0
2021-04-07T14:53:00.405,50,97,LO,-1,49.5,49.30218068535826,1.0
2021-04-07T14:53:00.62,49,30,LO,-1,49.0,49.0,0.0
2021-04-07T14:53:00.621,49,30,EMO,-1,49.5,49.30218068535826,1.0
2021-04-07T14:53:00.621,49,194,LO,1,49.5,49.333333333333336,1.0
2021-04-07T14:53:00.88,49,59,LO,-1,49.0,49.0,0.0
2021-04-07T14:53:00.884,49,59,EMO,-1,49.5,49.333333333333336,1.0
2021-04-07T14:53:00.884,49,135,LO,1,49.5,49.418103448275865,1.0
2021-04-07T14:53:02.688,51,122,OC,-1,50.0,49.94941634241245,2.0
2021-04-07T14:53:02.721,50,467,LO,-1,49.5,49.77574750830565,1.0
2021-04-07T14:53:04.208,51,60,OC,-1,50.0,49.61538461538461,2.0
2021-04-07T14:53:04.359,50,92,LO,-1,49.5,49.40528634361233,1.0
2021-04-07T14:53:04.806,48,31,OC,1,49.0,49.49593495934959,2.0
2021-04-07T14:53:06.142,47,24,OC,1,48.5,49.37931034482759,3.0
2021-04-07T14:53:06.34,51,60,OC,-1,49.0,49.857142857142854,4.0
2021-04-07T14:53:08.504,50,47,LO,-1,48.5,48.985915492957744,3.0
2021-04-07T14:53:10.285,47,24,MO,-1,missing,missing,missing
2021-04-07T14:53:10.285,missing,missing,LO,1,missing,missing,missing
2021-04-07T14:53:13.366,45,618,LO,1,47.5,45.35338345864662,5.0
2021-04-07T14:53:14.794,missing,missing,OC,1,missing,missing,missing
2021-04-07T14:53:15.206,45,24,LO,1,47.5,48.309859154929576,5.0
2021-04-07T14:53:20.565,46,51,LO,1,48.0,47.91836734693877,4.0
2021-04-07T14:53:21.126,47,28,LO,1,48.5,48.88,3.0
2021-04-07T14:53:41.888,51,116,OC,-1,49.0,50.22222222222222,4.0
2021-04-07T14:53:41.999,46,779,OC,1,48.5,46.64804469273743,5.0
2021-04-07T14:54:12.067,47,21,LO,1,49.0,50.386861313868614,4.0
2021-04-07T14:54:17.435,50,89,LO,-1,48.5,49.42727272727273,3.0
2021-04-07T14:54:18.759,48,43,LO,1,49.0,49.34848484848485,2.0
2021-04-07T14:54:19.012,48,21,MO,-1,missing,missing,missing
2021-04-07T14:54:19.012,48,22,LO,1,49.0,49.6036036036036,2.0
2021-04-07T14:54:19.728,49,32,LO,1,49.5,49.735537190082646,1.0
2021-04-07T14:54:21.366,49,49,LO,-1,49.0,49.0,0.0
2021-04-07T14:54:21.376,49,32,EMO,-1,49.0,49.0,0.0
2021-04-07T14:54:21.376,48,22,LO,1,48.5,48.43589743589744,1.0
2021-04-07T14:54:30.12,48,22,MO,-1,missing,missing,missing
2021-04-07T14:54:30.12,47,21,LO,1,48.0,47.89473684210526,2.0
2021-04-07T14:54:30.133,47,21,MO,-1,missing,missing,missing
2021-04-07T14:54:30.133,46,811,LO,1,47.5,46.06159420289855,3.0
2021-04-07T14:54:30.134,46,51,MO,-1,missing,missing,missing
2021-04-07T14:54:30.134,46,760,LO,1,47.5,46.06563706563706,3.0
2021-04-07T14:54:30.134,46,37,MO,-1,missing,missing,missing
2021-04-07T14:54:30.134,46,723,LO,1,47.5,46.06891891891892,3.0
2021-04-07T14:54:30.134,46,112,MO,-1,missing,missing,missing
2021-04-07T14:54:30.134,46,611,LO,1,47.5,46.0812101910828,3.0
2021-04-07T14:54:31.283,49,17,MO,1,missing,missing,missing
2021-04-07T14:54:31.283,50,109,LO,-1,48.0,46.605555555555554,4.0
2021-04-07T14:54:31.283,50,16,MO,1,missing,missing,missing
2021-04-07T14:54:31.283,50,93,LO,-1,48.0,46.52840909090909,4.0
2021-04-07T14:54:31.43,47,70,LO,1,48.5,48.71165644171779,3.0
2021-04-07T14:54:39.512,50,73,MO,1,missing,missing,missing
2021-04-07T14:54:39.512,50,20,LO,-1,48.5,47.666666666666664,3.0
2021-04-07T14:54:39.512,50,20,MO,1,missing,missing,missing
2021-04-07T14:54:39.512,51,549,LO,-1,49.0,50.54765751211632,4.0
2021-04-07T14:54:39.512,51,15,MO,1,missing,missing,missing
2021-04-07T14:54:39.512,51,534,LO,-1,49.0,50.5364238410596,4.0
2021-04-07T14:54:47.382,48,39,LO,1,49.5,50.795811518324605,3.0
2021-04-07T14:54:49.85,47,70,OC,1,49.0,50.5364238410596,4.0
2021-04-07T14:54:52.841,51,511,OC,-1,49.0,50.51807228915663,4.0
2021-04-07T14:54:53.261,48,31,LO,1,49.5,50.82841328413284,3.0
2021-04-07T14:54:54.377,51,78,OC,-1,49.5,50.14678899082569,3.0
2021-04-07T14:54:59.257,51,45,OC,-1,49.5,49.776315789473685,3.0
2021-04-07T14:55:00.3,50,33,LO,-1,49.0,49.03125,2.0
2021-04-07T14:55:03.482,48,23,MO,-1,missing,missing,missing
2021-04-07T14:55:03.482,48,8,LO,1,49.0,49.609756097560975,2.0
2021-04-07T14:55:03.808,47,140,OC,1,48.5,47.57225433526011,3.0
2021-04-07T14:55:11.035,47,113,OC,1,48.5,47.678082191780824,3.0
2021-04-07T14:55:11.751,49,31,LO,-1,48.0,47.43055555555556,2.0
2021-04-07T14:55:11.771,48,79,LO,-1,47.5,47.411458333333336,1.0
2021-04-07T14:55:11.994,47,91,LO,-1,47.0,47.0,0.0
2021-04-07T14:55:12.001,47,70,EMO,-1,47.0,47.0,0.0
2021-04-07T14:55:12.001,47,43,LO,1,47.0,47.0,0.0
2021-04-07T14:55:12.001,47,21,EMO,-1,47.5,47.64754098360656,1.0
2021-04-07T14:55:12.001,47,22,LO,1,47.5,47.78217821782178,1.0
2021-04-07T14:55:13.523,48,48,MO,1,missing,missing,missing
2021-04-07T14:55:13.523,48,31,LO,-1,47.5,47.58490566037736,1.0
2021-04-07T14:55:14.332,46,721,OC,1,47.0,46.08244680851064,2.0
2021-04-07T14:55:19.797,47,27,LO,1,47.5,47.53448275862069,1.0
2021-04-07T14:55:24.351,47,78,LO,-1,47.0,47.0,0.0
2021-04-07T14:55:24.36,47,27,EMO,-1,47.0,47.0,0.0
2021-04-07T14:55:24.36,46,721,LO,1,46.5,46.0660621761658,1.0
2021-04-07T14:55:29.776,47,43,LO,1,47.0,47.0,0.0
2021-04-07T14:55:29.785,47,43,EMO,1,46.5,46.0660621761658,1.0
2021-04-07T14:55:29.785,47,8,LO,-1,46.5,46.010973936899866,1.0
2021-04-07T14:55:32.43,46,33,LO,-1,46.0,46.0,0.0
2021-04-07T14:55:32.436,46,33,EMO,-1,46.5,46.010973936899866,1.0
2021-04-07T14:55:32.436,46,688,LO,1,46.5,46.01149425287356,1.0
2021-04-07T14:55:33.457,46,578,OC,1,46.5,46.01365187713311,1.0
2021-04-07T14:55:34.953,47,53,LO,1,47.0,47.0,0.0
2021-04-07T14:55:34.954,47,8,EMO,1,47.0,47.0,0.0
2021-04-07T14:55:34.954,48,236,LO,-1,47.5,47.83985765124555,1.0
2021-04-07T14:55:35.073,46,578,OC,1,47.0,46.57985257985258,2.0
2021-04-07T14:55:37.259,47,71,LO,-1,46.5,46.10939907550077,1.0
2021-04-07T14:55:38.837,46,-113,OC,1,46.5,44.30952380952381,1.0
2021-04-07T14:55:39.378,47,71,MO,1,missing,missing,missing
2021-04-07T14:55:39.378,48,236,LO,-1,47.0,49.83739837398374,2.0
2021-04-07T14:55:39.384,48,31,MO,1,missing,missing,missing
2021-04-07T14:55:39.384,48,205,LO,-1,47.0,50.45652173913044,2.0
2021-04-07T14:55:39.384,48,11,MO,1,missing,missing,missing
2021-04-07T14:55:39.384,48,194,LO,-1,47.0,50.79012345679013,2.0
2021-04-07T14:55:41.751,45,67,OC,1,46.5,47.229885057471265,3.0
2021-04-07T14:55:43.119,45,23,OC,1,46.5,47.68202764976959,3.0
2021-04-07T14:55:43.257,48,25,OC,-1,46.5,46.5625,3.0
2021-04-07T14:55:45.534,47,21,LO,-1,46.0,45.95454545454545,2.0
2021-04-07T14:55:50.113,missing,missing,OC,1,missing,missing,missing
2021-04-07T14:55:50.73,47,21,MO,1,missing,missing,missing
2021-04-07T14:55:50.73,48,36,LO,-1,missing,missing,missing
2021-04-07T14:55:50.73,48,17,MO,1,missing,missing,missing
2021-04-07T14:55:50.73,48,19,LO,-1,missing,missing,missing
2021-04-07T14:55:51.381,43,36,LO,1,45.5,44.72727272727273,5.0
2021-04-07T14:55:53.507,missing,missing,OC,1,missing,missing,missing
2021-04-07T14:55:56.038,48,19,MO,1,missing,missing,missing
2021-04-07T14:55:56.038,49,156,LO,-1,missing,missing,missing
2021-04-07T14:55:56.041,49,21,MO,1,missing,missing,missing
2021-04-07T14:55:56.041,49,135,LO,-1,missing,missing,missing
2021-04-07T14:55:56.169,44,285,LO,1,46.5,45.607142857142854,5.0
2021-04-07T14:55:56.411,45,34,LO,1,47.0,48.19526627218935,4.0
2021-04-07T14:55:57.488,46,45,LO,1,47.5,48.25,3.0
2021-04-07T14:55:57.865,49,104,OC,-1,47.5,48.09395973154363,3.0
2021-04-07T14:55:58.632,49,99,MO,1,missing,missing,missing
2021-04-07T14:55:58.632,49,5,LO,-1,47.5,46.3,3.0
2021-04-07T14:55:59.177,48,81,LO,-1,47.0,47.285714285714285,2.0
2021-04-07T14:56:02.943,47,47,LO,-1,46.5,46.51086956521739,1.0
2021-04-07T14:56:03.4,45,194,OC,1,46.0,45.39004149377593,2.0
2021-04-07T14:56:04.884,46,107,LO,-1,45.5,45.35548172757475,1.0
2021-04-07T14:56:11.887,47,72,OC,-1,46.0,45.54135338345865,2.0
2021-04-07T14:56:12.048,46,354,LO,1,46.5,46.16901408450704,1.0
2021-04-07T14:56:20.624,47,23,LO,1,47.0,47.0,0.0
2021-04-07T14:56:20.625,47,23,EMO,1,46.5,46.16901408450704,1.0
2021-04-07T14:56:20.625,47,49,LO,-1,46.5,46.121588089330025,1.0
2021-04-07T14:56:29.201,missing,missing,OC,1,missing,missing,missing
2021-04-07T14:56:38.833,46,49,LO,-1,missing,missing,missing
2021-04-07T14:56:38.868,46,22,MO,1,missing,missing,missing
2021-04-07T14:56:38.868,46,27,LO,-1,missing,missing,missing
2021-04-07T14:56:38.946,41,62,LO,1,43.5,42.51685393258427,5.0
2021-04-07T14:56:43.613,47,159,OC,-1,44.0,45.31674208144796,6.0
2021-04-07T14:57:16.928,46,26,LO,-1,43.5,42.47727272727273,5.0
2021-04-07T14:57:18.989,42,26,LO,1,44.0,44.0,4.0
2021-04-07T14:57:22.956,42,26,MO,-1,missing,missing,missing
2021-04-07T14:57:22.956,41,62,LO,1,43.5,42.47727272727273,5.0
2021-04-07T14:57:22.963,41,62,MO,-1,missing,missing,missing
2021-04-07T14:57:22.963,40,35,LO,1,43.0,42.557377049180324,6.0
2021-04-07T14:57:22.964,40,35,MO,-1,missing,missing,missing
2021-04-07T14:57:22.964,missing,missing,LO,1,missing,missing,missing
2021-04-07T14:57:23.098,46,25,MO,1,missing,missing,missing
2021-04-07T14:57:23.098,46,1,LO,-1,missing,missing,missing
2021-04-07T14:57:23.607,47,159,OC,-1,missing,missing,missing
2021-04-07T14:57:25.339,46,24,LO,-1,missing,missing,missing
2021-04-07T14:57:26.219,47,159,OC,-1,missing,missing,missing
2021-04-07T14:57:27.643,46,65,LO,-1,missing,missing,missing
2021-04-07T14:57:31.161,45,35,LO,-1,missing,missing,missing
2021-04-07T14:57:33.24,40,1283,LO,1,42.5,40.13277693474962,5.0
2021-04-07T14:57:35.142,missing,missing,OC,1,missing,missing,missing
2021-04-07T14:57:42.86,46,65,OC,-1,missing,missing,missing
2021-04-07T14:57:44.007,41,22,LO,1,43.5,44.735632183908045,5.0
2021-04-07T14:57:44.817,45,51,LO,-1,43.0,43.794520547945204,4.0
